"subID","keyboard_condition","trial_type","trial_number","correct_num","response_num","response_rt","correct_space","response_space","probe_space","correct_width","response_width","probe_width","adjustment_duration","stim_length","exp_version","number_deviation","width_deviation","spacing_deviation","number_deviation_ratio","width_deviation_ration","spacing_deviation_ratio","response_stim_length","compression_rate","actual_pooled_width","response_pooled_width","pooled_width_deviation","actual_width_density","response_width_density","width_density_deviation","actual_edge_to_edge_spacing","response_edge_to_edge_spacing","edge_to_edge_spacing_deviation","width_deviation_relative","spacing_deviation_relative","corrected_width_deviation","corrected_width_deviation_relative","spacing"
"710","left_right_width","match",28,5,4,1.57968790002633,0.675,1.3,1.3,0.4,1,0.3,8.16872460010927,3.1,"exp1",-1,0.6,0.625,-0.2,2.5,1.92592592592593,4.9,1.58064516129032,2,4,2,0.645161290322581,0.816326530612245,0.171165240289664,0.275,0.3,0.0249999999999998,1.5,0.925925925925926,NA,NA,"small"
"710","left_right_width","initial",29,4,4,1.23442919994704,0.9,1,1,0.55,0.8,0.25,3.16083660000004,3.25,"exp1",0,0.25,0.1,0,1.45454545454545,1.11111111111111,3.8,1.16923076923077,2.2,3.2,1,0.676923076923077,0.842105263157895,0.165182186234818,0.35,0.2,-0.15,0.454545454545455,0.111111111111111,NA,NA,"middle"
"710","left_right_width","match",30,3,3,0.88453440007288,2.2,1.75,0.7,0.4,0.3,0.3,8.04414589994121,4.8,"exp1",0,-0.1,-0.45,0,0.75,0.795454545454546,3.8,0.791666666666667,1.2,0.9,-0.3,0.25,0.236842105263158,-0.0131578947368422,1.8,1.45,-0.35,-0.25,-0.204545454545454,NA,NA,"large"
"710","left_right_width","initial",31,5,5,1.19044959999155,0.9,0.8,0.7,0.55,0.6,0.25,3.72875100001693,4.15,"exp1",0,0.0499999999999999,-0.1,0,1.09090909090909,0.888888888888889,3.8,0.91566265060241,2.75,3,0.25,0.662650602409638,0.789473684210526,0.126823081800888,0.35,0.2,-0.15,0.0909090909090908,-0.111111111111111,NA,NA,"middle"
"710","left_right_width","initial",32,5,4,1.38307169999462,1.1,1.6,1,0.25,0.2,0.4,3.00758550001774,4.65,"exp1",-1,-0.0499999999999999,0.5,-0.2,0.8,1.45454545454545,5,1.0752688172043,1.25,0.8,-0.45,0.268817204301075,0.16,-0.108817204301075,0.85,1.4,0.55,-0.2,0.454545454545455,NA,NA,"large"
"710","left_right_width","initial",33,4,3,1.05677729996387,0.7,1.05,0.8,0.55,0.8,0.25,3.50857669999823,2.65,"exp1",-1,0.25,0.35,-0.25,1.45454545454545,1.5,2.9,1.09433962264151,2.2,2.4,0.2,0.830188679245283,0.827586206896552,-0.00260247234873145,0.15,0.25,0.1,0.454545454545455,0.5,NA,NA,"small"
"710","left_right_width","initial",34,3,2,0.960626099957153,0.7,1.2,0.8,0.55,0.95,0.45,2.83490849996451,1.95,"exp1",-1,0.4,0.5,-0.333333333333333,1.72727272727273,1.71428571428571,2.15,1.1025641025641,1.65,1.9,0.250000000000001,0.846153846153846,0.883720930232558,0.0375670840787121,0.15,0.25,0.0999999999999996,0.727272727272728,0.714285714285714,NA,NA,"small"
"710","left_right_width","match",35,4,3,2.02466389990877,0.783333333333333,1.15,1.1,0.25,0.2,0.2,1.64978810003959,2.6,"exp1",-1,-0.05,0.366666666666667,-0.25,0.8,1.46808510638298,2.5,0.961538461538461,1,0.6,-0.4,0.384615384615385,0.24,-0.144615384615385,0.533333333333333,0.95,0.416666666666667,-0.2,0.468085106382979,NA,NA,"small"
"710","left_right_width","match",36,3,3,2.33296389994211,1.8,1.15,0.8,0.55,0.9,0.4,4.98976280004717,4.15,"exp1",0,0.35,-0.65,0,1.63636363636364,0.638888888888889,3.2,0.771084337349398,1.65,2.7,1.05,0.397590361445783,0.84375,0.446159638554217,1.25,0.25,-1,0.636363636363637,-0.361111111111111,NA,NA,"large"
"710","left_right_width","match",37,5,4,1.3191582999425,0.675,1,1,0.55,0.8,0.35,2.91411540005356,3.25,"exp1",-1,0.25,0.325,-0.2,1.45454545454545,1.48148148148148,3.8,1.16923076923077,2.75,3.2,0.450000000000001,0.846153846153846,0.842105263157895,-0.00404858299595134,0.125,0.2,0.0749999999999998,0.454545454545455,0.481481481481481,NA,NA,"small"
"710","left_right_width","initial",38,4,3,1.26768879999872,1.1,1.45,0.8,0.25,0.25,0.5,3.8558513999451,3.55,"exp1",-1,5.55111512312578e-17,0.35,-0.25,1,1.31818181818182,3.15,0.887323943661972,1,0.75,-0.25,0.28169014084507,0.238095238095238,-0.0435949027498322,0.85,1.2,0.35,2.22044604925031e-16,0.318181818181818,NA,NA,"large"
"710","left_right_width","initial",39,4,4,0.975751899997704,0.7,1.2,0.9,0.25,0.2,0.5,3.47403020004276,2.35,"exp1",0,-0.0499999999999999,0.5,0,0.8,1.71428571428571,3.8,1.61702127659574,1,0.8,-0.2,0.425531914893617,0.210526315789474,-0.215005599104143,0.45,1,0.55,-0.2,0.714285714285714,NA,NA,"small"
"710","left_right_width","initial",40,4,3,1.32077430002391,1.1,1.25,0.9,0.55,0.6,0.45,5.18211349996272,3.85,"exp1",-1,0.05,0.15,-0.25,1.09090909090909,1.13636363636364,3.1,0.805194805194805,2.2,1.8,-0.4,0.571428571428571,0.580645161290323,0.00921658986175122,0.55,0.65,0.0999999999999999,0.090909090909091,0.136363636363636,NA,NA,"large"
"710","left_right_width","initial",41,5,4,1.40416120004375,0.7,1.7,1.2,0.4,0.2,0.5,2.26977400004398,3.2,"exp1",-1,-0.2,1,-0.2,0.5,2.42857142857143,5.3,1.65625,2,0.8,-1.2,0.625,0.150943396226415,-0.474056603773585,0.3,1.5,1.2,-0.5,1.42857142857143,NA,NA,"small"
"710","left_right_width","initial",42,5,4,1.73295920004603,0.7,1,0.4,0.55,0.75,0.2,7.45462400000542,3.35,"exp1",-1,0.2,0.3,-0.2,1.36363636363636,1.42857142857143,3.75,1.11940298507463,2.75,3,0.25,0.82089552238806,0.8,-0.0208955223880596,0.15,0.25,0.1,0.363636363636364,0.428571428571429,NA,NA,"small"
"710","left_right_width","initial",43,3,3,0.999638099921867,1.1,1.3,0.5,0.4,0.5,0.4,5.6116439999314,2.6,"exp1",0,0.1,0.2,0,1.25,1.18181818181818,3.1,1.19230769230769,1.2,1.5,0.3,0.461538461538462,0.483870967741935,0.0223325062034739,0.7,0.8,0.1,0.25,0.181818181818182,NA,NA,"large"
"710","left_right_width","match",44,3,2,1.34638090000954,1.8,3.3,1,0.4,0.45,0.45,5.80317129998002,4,"exp1",-1,0.05,1.5,-0.333333333333333,1.125,1.83333333333333,3.75,0.9375,1.2,0.9,-0.3,0.3,0.24,-0.06,1.4,2.85,1.45,0.125,0.833333333333333,NA,NA,"large"
"710","left_right_width","match",45,3,3,0.93457959999796,1.4,1.65,0.6,0.55,0.25,0.55,6.52340730000287,3.35,"exp1",0,-0.3,0.25,0,0.454545454545455,1.17857142857143,3.55,1.05970149253731,1.65,0.75,-0.9,0.492537313432836,0.211267605633803,-0.281269707799033,0.85,1.4,0.55,-0.545454545454545,0.178571428571429,NA,NA,"large"
"710","left_right_width","match",46,3,3,1.02845049998723,1.475,1.75,1.2,0.25,0.3,0.55,3.96288690005895,3.2,"exp1",0,0.05,0.275,0,1.2,1.1864406779661,3.8,1.1875,0.75,0.9,0.15,0.234375,0.236842105263158,0.00246710526315794,1.225,1.45,0.225,0.2,0.186440677966102,NA,NA,"large"
"710","left_right_width","initial",47,4,3,1.08064619998913,0.7,1.2,0.8,0.4,0.3,0.45,2.62136290001217,2.5,"exp1",-1,-0.1,0.5,-0.25,0.75,1.71428571428571,2.7,1.08,1.6,0.9,-0.7,0.64,0.333333333333333,-0.306666666666667,0.3,0.9,0.6,-0.25,0.714285714285714,NA,NA,"small"
"710","left_right_width","match",48,4,4,1.57515960000455,0.6,0.8,0.6,0.25,0.15,0.3,3.53706469992176,2.05,"exp1",0,-0.1,0.2,0,0.6,1.33333333333333,2.55,1.24390243902439,1,0.6,-0.4,0.487804878048781,0.235294117647059,-0.252510760401722,0.35,0.65,0.3,-0.4,0.333333333333334,NA,NA,"small"
"710","left_right_width","initial",49,3,2,1.11399990005884,0.9,1.6,0.6,0.25,0.2,0.45,3.25504800002091,2.05,"exp1",-1,-0.0499999999999999,0.7,-0.333333333333333,0.8,1.77777777777778,1.8,0.878048780487805,0.75,0.4,-0.35,0.365853658536585,0.222222222222222,-0.143631436314363,0.65,1.4,0.75,-0.2,0.777777777777778,NA,NA,"middle"
"710","left_right_width","initial",50,3,2,0.870942100067623,0.7,1.6,1.2,0.25,0.15,0.55,2.1726019999478,1.65,"exp1",-1,-0.0999999999999999,0.9,-0.333333333333333,0.6,2.28571428571429,1.75,1.06060606060606,0.75,0.3,-0.45,0.454545454545455,0.171428571428571,-0.283116883116883,0.45,1.45,1,-0.4,1.28571428571429,NA,NA,"small"
"710","left_right_width","initial",51,5,4,1.16592840000521,1.1,1.9,1.2,0.4,0.2,0.5,3.53450830001384,4.8,"exp1",-1,-0.2,0.8,-0.2,0.5,1.72727272727273,5.9,1.22916666666667,2,0.8,-1.2,0.416666666666667,0.135593220338983,-0.281073446327683,0.7,1.7,1,-0.5,0.727272727272727,NA,NA,"large"
"710","left_right_width","initial",52,4,3,0.919762799981982,0.9,1.1,0.4,0.25,0.15,0.3,3.66006820008624,2.95,"exp1",-1,-0.1,0.2,-0.25,0.6,1.22222222222222,2.35,0.796610169491525,1,0.45,-0.55,0.338983050847458,0.191489361702128,-0.14749368914533,0.65,0.95,0.3,-0.4,0.222222222222222,NA,NA,"middle"
"710","left_right_width","match",1,5,4,3.38110589992721,0.675,1,0.7,0.55,0.8,0.5,4.40782039996702,3.25,"exp1",-1,0.25,0.325,-0.2,1.45454545454545,1.48148148148148,3.8,1.16923076923077,2.75,3.2,0.450000000000001,0.846153846153846,0.842105263157895,-0.00404858299595123,0.125,0.2,0.0749999999999997,0.454545454545455,0.481481481481481,NA,NA,"small"
"710","left_right_width","initial",2,3,2,1.35937079996802,1.1,1.7,1,0.4,0.65,0.5,4.53454869997222,2.6,"exp1",-1,0.25,0.6,-0.333333333333333,1.625,1.54545454545455,2.35,0.903846153846154,1.2,1.3,0.1,0.461538461538462,0.553191489361702,0.0916530278232408,0.7,1.05,0.35,0.625,0.545454545454545,NA,NA,"large"
"710","left_right_width","match",3,3,2,1.21150170010515,1.4,2,1.4,0.55,0.85,0.2,4.55469620006625,3.35,"exp1",-1,0.3,0.6,-0.333333333333333,1.54545454545455,1.42857142857143,2.85,0.850746268656716,1.65,1.7,0.0500000000000003,0.492537313432836,0.596491228070176,0.10395391463734,0.85,1.15,0.3,0.545454545454546,0.428571428571429,NA,NA,"large"
"710","left_right_width","match",4,5,4,1.00848200009204,0.675,1.4,1,0.4,0.2,0.5,3.31196259998251,3.1,"exp1",-1,-0.2,0.725,-0.2,0.5,2.07407407407407,4.4,1.41935483870968,2,0.8,-1.2,0.645161290322581,0.181818181818182,-0.463343108504399,0.275,1.2,0.925,-0.5,1.07407407407407,NA,NA,"small"
"710","left_right_width","match",5,3,3,2.75636410003062,1.8,1.65,1.3,0.4,0.15,0.45,2.79691549995914,4,"exp1",0,-0.25,-0.15,0,0.375,0.916666666666667,3.45,0.8625,1.2,0.45,-0.75,0.3,0.130434782608696,-0.169565217391304,1.4,1.5,0.0999999999999999,-0.625,-0.0833333333333333,NA,NA,"large"
"710","left_right_width","initial",6,5,4,0.855810399982147,0.7,1,1,0.25,0.25,0.2,2.59546890005004,3.05,"exp1",-1,0,0.3,-0.2,1,1.42857142857143,3.25,1.0655737704918,1.25,1,-0.25,0.409836065573771,0.307692307692308,-0.102143757881463,0.45,0.75,0.3,0,0.428571428571429,NA,NA,"small"
"710","left_right_width","initial",7,3,2,1.09144019999076,0.7,1.6,1.6,0.25,0.5,0.25,3.0617959999945,1.65,"exp1",-1,0.25,0.9,-0.333333333333333,2,2.28571428571429,2.1,1.27272727272727,0.75,1,0.25,0.454545454545455,0.476190476190476,0.0216450216450215,0.45,1.1,0.65,1,1.28571428571429,NA,NA,"small"
"710","left_right_width","initial",8,3,2,1.45551170001272,0.9,1.7,0.8,0.4,0.7,0.35,8.15637440001592,2.2,"exp1",-1,0.3,0.8,-0.333333333333333,1.75,1.88888888888889,2.4,1.09090909090909,1.2,1.4,0.2,0.545454545454546,0.583333333333333,0.0378787878787878,0.5,1,0.5,0.75,0.888888888888889,NA,NA,"middle"
"710","left_right_width","initial",9,4,3,0.998931100009941,0.7,1.05,0.4,0.25,0.15,0.25,3.14564670005348,2.35,"exp1",-1,-0.1,0.35,-0.25,0.6,1.5,2.25,0.957446808510638,1,0.45,-0.55,0.425531914893617,0.2,-0.225531914893617,0.45,0.9,0.45,-0.4,0.5,NA,NA,"small"
"710","left_right_width","initial",10,5,5,1.20947410003282,0.7,0.85,0.6,0.55,0.55,0.5,6.74351329996716,3.35,"exp1",0,0,0.15,0,1,1.21428571428571,3.95,1.17910447761194,2.75,2.75,0,0.82089552238806,0.69620253164557,-0.12469299074249,0.15,0.3,0.15,0,0.214285714285714,NA,NA,"small"
"710","left_right_width","match",11,5,4,1.11758510000072,0.525,0.7,0.5,0.4,0.5,0.35,2.95419149997178,2.5,"exp1",-1,0.0999999999999999,0.175,-0.2,1.25,1.33333333333333,2.6,1.04,2,2,-2.22044604925031e-16,0.8,0.769230769230769,-0.0307692307692308,0.125,0.2,0.075,0.25,0.333333333333333,NA,NA,"small"
"710","left_right_width","match",12,3,3,1.44582640007138,1.8,1.75,1.3,0.55,0.6,0.45,3.11056480009574,4.15,"exp1",0,0.05,-0.05,0,1.09090909090909,0.972222222222222,4.1,0.987951807228916,1.65,1.8,0.15,0.397590361445783,0.439024390243903,0.0414340287981194,1.25,1.15,-0.1,0.090909090909091,-0.0277777777777778,NA,NA,"large"
"710","left_right_width","initial",13,5,5,1.3490380999865,0.9,1.1,0.5,0.4,0.35,0.45,3.90317990002222,4,"exp1",0,-0.05,0.2,0,0.875,1.22222222222222,4.75,1.1875,2,1.75,-0.25,0.5,0.368421052631579,-0.131578947368421,0.5,0.75,0.25,-0.125,0.222222222222222,NA,NA,"middle"
"710","left_right_width","match",14,3,3,1.31844249996357,1.8,1.65,1,0.25,0.15,0.3,3.37277710007038,3.85,"exp1",0,-0.1,-0.15,0,0.6,0.916666666666667,3.45,0.896103896103896,0.75,0.45,-0.3,0.194805194805195,0.130434782608696,-0.0643704121964991,1.55,1.5,-0.05,-0.4,-0.0833333333333334,NA,NA,"large"
"710","left_right_width","match",15,5,5,1.36319289996754,0.675,0.95,0.6,0.25,0.1,0.25,2.7908762000734,2.95,"exp1",0,-0.15,0.275,0,0.4,1.40740740740741,3.9,1.32203389830508,1.25,0.5,-0.75,0.423728813559322,0.128205128205128,-0.295523685354194,0.425,0.85,0.425,-0.6,0.407407407407407,NA,NA,"small"
"710","left_right_width","initial",16,4,3,1.28863590001129,1.1,1.55,1,0.55,0.15,0.25,3.82210640003905,3.85,"exp1",-1,-0.4,0.45,-0.25,0.272727272727273,1.40909090909091,3.25,0.844155844155844,2.2,0.45,-1.75,0.571428571428571,0.138461538461538,-0.432967032967033,0.55,1.4,0.85,-0.727272727272727,0.409090909090909,NA,NA,"large"
"710","left_right_width","match",17,3,3,1.1286474999506,2.2,1.05,0.4,0.55,0.55,0.35,6.56287260004319,4.95,"exp1",0,-1.11022302462516e-16,-1.15,0,1,0.477272727272727,2.65,0.535353535353535,1.65,1.65,-2.22044604925031e-16,0.333333333333333,0.622641509433962,0.289308176100629,1.65,0.5,-1.15,-2.01858731750028e-16,-0.522727272727273,NA,NA,"large"
"710","left_right_width","initial",18,4,4,1.63288110005669,0.9,0.9,0.8,0.4,0.3,0.25,2.40768089995254,3.1,"exp1",0,-0.1,0,0,0.75,1,3,0.967741935483871,1.6,1.2,-0.4,0.516129032258065,0.4,-0.116129032258065,0.5,0.6,0.1,-0.25,0,NA,NA,"middle"
"710","left_right_width","initial",19,5,4,0.997721399995498,1.1,1.4,0.9,0.25,0.2,0.5,3.243545299978,4.65,"exp1",-1,-0.0499999999999999,0.3,-0.2,0.8,1.27272727272727,4.4,0.946236559139785,1.25,0.8,-0.45,0.268817204301075,0.181818181818182,-0.0869990224828933,0.85,1.2,0.35,-0.2,0.272727272727273,NA,NA,"large"
"710","left_right_width","initial",20,5,4,1.02716309996322,0.7,0.8,1.1,0.4,0.35,0.25,3.99313800001983,3.2,"exp1",-1,-0.05,0.1,-0.2,0.875,1.14285714285714,2.75,0.859375,2,1.4,-0.6,0.625,0.509090909090909,-0.115909090909091,0.3,0.45,0.15,-0.125,0.142857142857143,NA,NA,"small"
"710","left_right_width","initial",21,3,3,1.02681299997494,1.1,1.15,0.6,0.25,0.2,0.4,4.06677419994958,2.45,"exp1",0,-0.0499999999999999,0.0499999999999998,0,0.8,1.04545454545455,2.5,1.02040816326531,0.75,0.6,-0.15,0.306122448979592,0.24,-0.0661224489795917,0.85,0.95,0.0999999999999998,-0.2,0.0454545454545453,NA,NA,"large"
"710","left_right_width","match",22,5,5,1.38449039997067,0.525,0.85,0.5,0.25,0.2,0.45,4.63941689999774,2.35,"exp1",0,-0.0499999999999999,0.325,0,0.8,1.61904761904762,3.6,1.53191489361702,1.25,1,-0.25,0.531914893617021,0.277777777777778,-0.254137115839243,0.275,0.65,0.375,-0.2,0.619047619047619,NA,NA,"small"
"710","left_right_width","initial",23,4,3,1.02203330001794,0.7,0.95,0.6,0.4,0.75,0.4,4.97882660001051,2.5,"exp1",-1,0.35,0.25,-0.25,1.875,1.35714285714286,2.65,1.06,1.6,2.25,0.650000000000001,0.64,0.849056603773585,0.209056603773585,0.3,0.2,-0.1,0.875,0.357142857142857,NA,NA,"small"
"710","left_right_width","initial",24,5,5,1.14545809989795,1.1,0.8,1.1,0.4,0.25,0.5,3.28394670004491,4.8,"exp1",0,-0.15,-0.3,0,0.625,0.727272727272727,3.45,0.71875,2,1.25,-0.75,0.416666666666667,0.36231884057971,-0.0543478260869564,0.7,0.55,-0.15,-0.375,-0.272727272727273,NA,NA,"large"
"710","left_right_width","match",25,3,3,0.919378599966876,2.2,1.4,0.3,0.25,0.2,0.25,5.6009637999814,4.65,"exp1",0,-0.05,-0.8,0,0.8,0.636363636363636,3,0.645161290322581,0.75,0.6,-0.15,0.161290322580645,0.2,0.0387096774193549,1.95,1.2,-0.75,-0.2,-0.363636363636364,NA,NA,"large"
"710","left_right_width","match",26,5,5,1.84375379991252,0.825,1.25,1.1,0.25,0.1,0.55,3.394638900063,3.55,"exp1",0,-0.15,0.425,0,0.4,1.51515151515152,5.1,1.43661971830986,1.25,0.5,-0.75,0.352112676056338,0.0980392156862746,-0.254073460370064,0.575,1.15,0.575,-0.6,0.515151515151515,NA,NA,"middle"
"710","left_right_width","match",27,3,3,1.12863369996194,1.4,1.55,1.3,0.25,0.1,0.2,1.94531079998706,3.05,"exp1",0,-0.15,0.15,0,0.4,1.10714285714286,3.2,1.04918032786885,0.75,0.3,-0.45,0.245901639344262,0.09375,-0.152151639344262,1.15,1.45,0.3,-0.6,0.107142857142857,NA,NA,"large"
"710","left_right_width","initial",28,5,5,1.37003380001988,0.9,0.9,0.8,0.55,0.75,0.4,3.13620730000548,4.15,"exp1",0,0.2,0,0,1.36363636363636,1,4.35,1.04819277108434,2.75,3.75,1,0.662650602409638,0.862068965517241,0.199418363107603,0.35,0.15,-0.2,0.363636363636364,0,NA,NA,"middle"
"710","left_right_width","initial",29,4,5,1.06834520003758,1.1,0.9,0.9,0.4,0.6,0.4,2.56048879993614,3.7,"exp1",1,0.2,-0.2,0.25,1.5,0.818181818181818,4.2,1.13513513513514,1.6,3,1.4,0.432432432432432,0.714285714285714,0.281853281853282,0.7,0.3,-0.4,0.5,-0.181818181818182,NA,NA,"large"
"710","left_right_width","initial",30,4,3,1.24427399993874,0.9,0.85,1.1,0.55,0.7,0.2,3.65438890003134,3.25,"exp1",-1,0.15,-0.05,-0.25,1.27272727272727,0.944444444444444,2.4,0.738461538461538,2.2,2.1,-0.1,0.676923076923077,0.875,0.198076923076923,0.35,0.15,-0.2,0.272727272727273,-0.0555555555555556,NA,NA,"middle"
"710","left_right_width","match",31,4,4,1.21595209999941,0.733333333333333,1,0.6,0.25,0.2,0.35,2.28305230010301,2.45,"exp1",0,-0.05,0.266666666666667,0,0.8,1.36363636363636,3.2,1.30612244897959,1,0.8,-0.2,0.408163265306122,0.25,-0.158163265306122,0.483333333333333,0.8,0.316666666666667,-0.2,0.363636363636364,NA,NA,"small"
"710","left_right_width","initial",32,3,1,1.02785610000137,0.7,0,0,0.55,0.45,0.45,2.49016730010044,1.95,"exp1",-2,-0.1,-0.7,-0.666666666666667,0.818181818181818,0,0.45,0.230769230769231,1.65,0.45,-1.2,0.846153846153846,1,0.153846153846154,0.15,-0.45,-0.6,-0.181818181818182,-1,NA,NA,"small"
"710","left_right_width","match",33,4,2,1.50312120001763,0.6,0.9,1.4,0.55,0.8,0.25,5.9479466000339,2.35,"exp1",-2,0.25,0.3,-0.5,1.45454545454545,1.5,1.7,0.723404255319149,2.2,1.6,-0.6,0.936170212765957,0.941176470588235,0.00500625782227793,0.0499999999999999,0.0999999999999999,0.0499999999999999,0.454545454545455,0.5,NA,NA,"small"
"710","left_right_width","match",34,3,3,1.13235520001035,2.2,2.15,0.7,0.4,0.2,0.2,6.01772749994416,4.8,"exp1",0,-0.2,-0.0499999999999998,0,0.5,0.977272727272727,4.5,0.9375,1.2,0.6,-0.6,0.25,0.133333333333333,-0.116666666666667,1.8,1.95,0.15,-0.5,-0.0227272727272726,NA,NA,"large"
"710","left_right_width","match",35,5,5,1.57576879998669,0.825,0.85,1.3,0.55,0.65,0.3,5.30297359998804,3.85,"exp1",0,0.1,0.0249999999999999,0,1.18181818181818,1.03030303030303,4.05,1.05194805194805,2.75,3.25,0.5,0.714285714285714,0.802469135802469,0.0881834215167548,0.275,0.2,-0.0750000000000001,0.181818181818182,0.0303030303030302,NA,NA,"middle"
"710","left_right_width","match",36,4,4,0.967466400004923,0.6,1,1.2,0.25,0.15,0.35,4.74671520001721,2.05,"exp1",0,-0.1,0.4,0,0.6,1.66666666666667,3.15,1.53658536585366,1,0.6,-0.4,0.487804878048781,0.190476190476191,-0.29732868757259,0.35,0.85,0.5,-0.4,0.666666666666667,NA,NA,"small"
"710","left_right_width","initial",37,5,4,1.09947280003689,1.1,0.9,1.1,0.55,0.6,0.5,3.11333770002238,4.95,"exp1",-1,0.05,-0.2,-0.2,1.09090909090909,0.818181818181818,3.3,0.666666666666667,2.75,2.4,-0.35,0.555555555555556,0.727272727272727,0.171717171717172,0.55,0.3,-0.25,0.090909090909091,-0.181818181818182,NA,NA,"large"
"710","left_right_width","match",38,3,3,1.3228615000844,1.475,1.55,1.3,0.25,0.15,0.35,2.65838370006531,3.2,"exp1",0,-0.1,0.075,0,0.6,1.05084745762712,3.25,1.015625,0.75,0.45,-0.3,0.234375,0.138461538461538,-0.0959134615384615,1.225,1.4,0.175,-0.4,0.0508474576271186,NA,NA,"large"
"710","left_right_width","match",39,4,3,1.72836909990292,0.6,1.05,0.7,0.4,0.65,0.4,5.66800019994844,2.2,"exp1",-1,0.25,0.45,-0.25,1.625,1.75,2.75,1.25,1.6,1.95,0.35,0.727272727272727,0.709090909090909,-0.0181818181818181,0.2,0.4,0.2,0.625,0.75,NA,NA,"small"
"710","left_right_width","match",40,4,5,1.47765370004345,0.783333333333333,0.65,0.6,0.25,0.15,0.2,1.87635729997419,2.6,"exp1",1,-0.1,-0.133333333333333,0.25,0.6,0.829787234042553,2.75,1.05769230769231,1,0.75,-0.25,0.384615384615385,0.272727272727273,-0.111888111888112,0.533333333333333,0.5,-0.0333333333333333,-0.4,-0.170212765957447,NA,NA,"small"
"710","left_right_width","initial",41,4,3,1.43943829997443,0.7,1.05,1.3,0.55,0.9,0.35,7.98463219997939,2.65,"exp1",-1,0.35,0.35,-0.25,1.63636363636364,1.5,3,1.13207547169811,2.2,2.7,0.5,0.830188679245283,0.9,0.0698113207547169,0.15,0.15,-1.11022302462516e-16,0.636363636363637,0.5,NA,NA,"small"
"710","left_right_width","match",42,5,5,1.38783280004282,0.8625,1,1.2,0.25,0.15,0.5,2.97851030004676,3.7,"exp1",0,-0.0999999999999999,0.1375,0,0.6,1.15942028985507,4.15,1.12162162162162,1.25,0.75,-0.5,0.337837837837838,0.180722891566265,-0.157114946271573,0.6125,0.85,0.2375,-0.4,0.159420289855072,NA,NA,"middle"
"710","left_right_width","match",43,4,3,1.24594920000527,0.466666666666667,0.95,0.8,0.25,0.15,0.2,3.31850930000655,1.65,"exp1",-1,-0.1,0.483333333333333,-0.25,0.6,2.03571428571429,2.05,1.24242424242424,1,0.45,-0.55,0.606060606060606,0.219512195121951,-0.386548410938655,0.216666666666667,0.8,0.583333333333333,-0.4,1.03571428571429,NA,NA,"small"
"710","left_right_width","match",44,4,3,1.25632100005168,0.466666666666667,0.9,1.3,0.4,0.7,0.5,3.44118909991812,1.8,"exp1",-1,0.3,0.433333333333333,-0.25,1.75,1.92857142857143,2.5,1.38888888888889,1.6,2.1,0.5,0.888888888888889,0.84,-0.0488888888888888,0.0666666666666667,0.2,0.133333333333333,0.75,0.928571428571429,NA,NA,"small"
"710","left_right_width","match",45,4,3,0.930906099965796,0.733333333333333,0.7,1,0.55,0.6,0.5,3.38382469990756,2.75,"exp1",-1,0.05,-0.0333333333333333,-0.25,1.09090909090909,0.954545454545455,2,0.727272727272727,2.2,1.8,-0.4,0.8,0.9,0.1,0.183333333333333,0.0999999999999999,-0.0833333333333334,0.090909090909091,-0.0454545454545454,NA,NA,"small"
"710","left_right_width","initial",46,4,5,1.26281610003207,1.1,1,0.4,0.25,0.15,0.25,3.35470409994014,3.55,"exp1",1,-0.1,-0.1,0.25,0.6,0.909090909090909,4.15,1.16901408450704,1,0.75,-0.25,0.28169014084507,0.180722891566265,-0.100967249278805,0.85,0.85,-1.11022302462516e-16,-0.4,-0.090909090909091,NA,NA,"large"
"710","left_right_width","initial",47,4,3,0.956117099965923,0.9,1.1,0.5,0.25,0.15,0.45,4.0814816999482,2.95,"exp1",-1,-0.0999999999999999,0.2,-0.25,0.6,1.22222222222222,2.35,0.796610169491525,1,0.45,-0.55,0.338983050847458,0.191489361702128,-0.14749368914533,0.65,0.95,0.3,-0.4,0.222222222222222,NA,NA,"middle"
"710","left_right_width","initial",48,3,3,0.98030099994503,0.7,1.25,0.5,0.4,0.3,0.3,6.78951640008017,1.8,"exp1",0,-0.1,0.55,0,0.75,1.78571428571429,2.8,1.55555555555556,1.2,0.9,-0.3,0.666666666666667,0.321428571428571,-0.345238095238095,0.3,0.95,0.65,-0.25,0.785714285714286,NA,NA,"small"
"710","left_right_width","initial",49,3,3,1.01374610001221,0.9,1.2,0.4,0.55,0.85,0.25,6.03818250005133,2.35,"exp1",0,0.3,0.3,0,1.54545454545455,1.33333333333333,3.25,1.38297872340426,1.65,2.55,0.900000000000001,0.702127659574468,0.784615384615385,0.0824877250409167,0.35,0.35,-2.22044604925031e-16,0.545454545454546,0.333333333333333,NA,NA,"middle"
"710","left_right_width","initial",50,5,3,1.27200720005203,0.9,1.8,1.2,0.25,0.2,0.2,3.33036379993428,3.85,"exp1",-2,-0.05,0.9,-0.4,0.8,2,3.8,0.987012987012987,1.25,0.6,-0.65,0.324675324675325,0.157894736842105,-0.166780587833219,0.65,1.6,0.95,-0.2,1,NA,NA,"middle"
"710","left_right_width","initial",51,3,3,1.12578409991693,1.1,1.1,0.8,0.55,0.75,0.4,3.33204240002669,2.75,"exp1",0,0.2,0,0,1.36363636363636,1,2.95,1.07272727272727,1.65,2.25,0.600000000000001,0.6,0.76271186440678,0.16271186440678,0.55,0.35,-0.2,0.363636363636364,0,NA,NA,"large"
